Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
"Egypt, Arab Rep.",EGY,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,3613293987.07734,3658271690.00721,4384142863.40593,6516000009.30857,6936428581.33775,7220428581.74347,7263000010.37572,7376285718.67636,7277428571.42857,6396571428.57142,7244857142.85714,7752142857.14286,8030454545.45454,10751500000,11807000000,12301000000,12550000000,13444000000,14838000000,15951000000,17026700000,14574000000,16518000000,18735000000,17535600000,17136100000,20638700000,27088400000,32141200000,39240500000,47707000000,57826300000,45601000000,49364900000,47370800000,48833600000,44991700000,47364800000,37872900000,34007200000,43609300000,52529133911.6667,54570434740.9167,40646263091.3083,59283561818.5,77495369268.8,70423331022.6167,
Euro area,EMU,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,378419968590.028,417476911879.549,483379611332.415,593199371643.15,746682280100.165,853904429399.931,815677869121.202,787512974622.561,753186278977.272,772048532715.046,808589032470.642,1013210954191.52,1216988684917.06,1364611109098.04,1477050652010.18,1830610160566.43,1861442686728.39,2038840325757.48,1898405674071.1,1991153538918.63,2430590040650.04,2498191613631.32,2493075374672.49,2613305050555.71,2677545574641.19,2720145430313.56,2750666658054.59,2934552322395.5,3526298911760.25,4399702828724.34,4835660348629.32,5589659656503.54,6791589934958.74,7349991357255.04,5839935721287.29,6325883799016.49,7339825441601.11,7013673083046.86,7347656952905.71,7607736523595.18,6790402659805.68,6911585302054.73,7556148544802.5,8384169720069.84,8239609701650.63,7425460583610.4,9112873861646.89,9754047926286.11,10420261508432.9,
Eritrea,ERI,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171348925.912638,142266859.134661,211024751.32218,225128173.021514,121412782.902953,76702091.3646846,106859611.254296,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,13852538446.099,14545196913.3771,17202124670.5773,22444862966.4845,29990120593.4618,33862732761.648,34331154956.3128,34765472954.404,32694046177.4756,36792319120.9179,38499367382.5189,46377373388.629,57428552118.2509,67092501711.4717,72175929940.1592,91411395869.4591,100261014985.734,113420703908.747,104312827335.158,116471045826.177,148114929882.007,162901714777.547,165905609875.463,175706679981.723,187841899957.731,194162180842.807,200207177063.576,215670847021.389,266781617494.22,313692820416.703,335972616581.96,384827863281.913,471620328010.704,507101313009.555,416764577621.223,440044970826.405,511914702724.483,480359801594.743,518542425148.413,528088655189.777,462859602983.733,481511048584.369,529828887156.85,576313085632.885,562361956833.57,453236804795.312,569329703757.287,655277853908.322,720499333238.369,
Estonia,EST,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664274614.588318,1173174013.0047,1592952537.58434,2276987506.46927,2659020013.59598,3212499636.60832,3598389105.96255,3356971032.45417,3622493893.41039,4105405223.91411,4500607441.15013,5916940176.09038,7925390009.84784,10002048361.9452,11966060834.4573,15803564875.6517,17979196336.4576,13052006248.5105,15761409761.0665,21543303419.5848,21119199399.8753,22810864415.6379,23291007359.3151,18855443188.7772,19856881701.8548,21827396629.5216,24415413769.5692,24795814377.7932,23449175683.0232,31883842880.7564,34588870472.6375,34986869748.1676,
Ethiopia,ETH,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,436473430.162547,403719806.958319,537149758.713599,572850241.822633,531256038.903988,579323671.777451,572222222.498658,627101449.42215,646425120.772947,755072463.768116,673961352.657004,688888888.888889,745652173.913044,605797101.449276,450338164.251207,459773236.714976,502020000,709492579.385752,835917875.37697,835898711.337525,1003238039.56994,972887969.883625,957622544.9606,1008455360.44197,991972510.52597,1078275962.23163,1277003187.17431,1715486703.40454,1972885985.14426,2254263814.57155,2726114070.12038,3532787710.09648,3436424616.29417,4652359009.5406,5840334742.73855,6003581060.99673,6124095308.03315,6396127496.36029,6026047096.00217,5917837030.30666,6666299091.10363,7690819312.4557,7654757397.51471,7727453323.19631,9502834017.38067,10998054646.7343,10934662353.9016,
European Union,EUU,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,442903916271.083,487227096703.549,559257492854.409,681793671048.801,855113494998.182,976231030185.285,931686804049.399,899927792431.129,867415063855.634,891811870510.408,927132507616.943,1144130224873.26,1369987262585.43,1532953462984.49,1649840879631.2,2019915330307.15,2048095867822.25,2240259896432.06,2088074933714.18,2213283536383.2,2728250818774.62,2819570817069.51,2789868475393.5,2918609832622.31,2987192812745.03,3069662559666.44,3106448764493.37,3312194527452.26,3996713770101.46,4989806592332.78,5527267139196.41,6412460892146.62,7807043324045.7,8527741933702.03,6747763794986.66,7348913683790.39,8532615779680.09,8154715685182.36,8553063838399.69,8860372492805.94,7887333830306.97,8034764496853.56,8805815931462.28,9764632278954.25,9631049508199.3,8743693290537.83,10739721056180.9,11535644363259.6,12306109433751.8,
Fragile and conflict affected situations,FCS,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128694904752.85,158441547649.617,213023236014.148,283997635350.606,336422769684.318,406306216668.191,538536655390.94,362364378335.605,453529705313.795,536639657110.247,590970734738.918,563941769897.165,487697088679.029,329895088031.366,289221429718.965,364675406073.227,454810533813.871,466430047474.445,325726146767.412,463284743182.07,545826227660.201,,
Finland,FIN,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,6742360223.57683,7679965199.80288,9211450530.07221,10589501776.0399,13716964976.0453,17332151090.4663,17259047156.1291,16136176961.6721,15224707860.3793,16396545563.9467,16779622017.0166,19746231118.8169,24077294644.4421,28129824341.1133,29520767032.5964,34350394512.2723,29385111537.1517,29853150130.2348,28919427943.1618,36727999449.4679,50050176218.3025,49937804634.5004,51202327944.4047,52361002791.3133,53413481048.2058,60045402413.793,60140158690.0574,63147271062.5383,72622668539.2543,88440733799.3204,96701477253.3136,113498530884.303,137953728094.595,153546533917.512,108093964277.02,115023032964.234,127597908176.761,120200704827.549,122438617869.956,123076068427.962,100237031109.848,101588546509.455,114487335022.874,126432769890.348,130632500691.151,119283861414.912,143587480863.276,153982028148.214,156181412286.896,
Fiji,FJI,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,475492922.58776,597104032.118466,565264420.72636,545627892.165246,512723279.389751,528017513.732118,543190790.976869,580209924.871966,570241787.984968,663796167.359045,793415730.33708,881621077.154227,842054613.256345,855294637.525514,904217541.470059,1074020319.30334,1139132495.8521,1348393073.46968,1265312483.76539,986704024.02503,1110109792.47318,1021549633.63849,982362747.040931,1054183877.97505,1383498337.51266,1548885073.61262,1692262757.04952,1608140640.76507,1714964175.96576,2088879319.92921,1480884185.60317,1887412561.83158,2344338650.02303,2503220720.37401,2465742324.49303,2602621732.24845,2348582375.56497,2376666926.79861,2544559335.88329,2729748500.00942,2697960078.64546,1292013409.71085,1232931378.78401,2433819185.55883,,
France,FRA,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,73389401881.9444,78303921502.7485,90671791119.7031,114248089665.043,145238905920.459,172538222817.923,169094633857.324,153865801830.972,145428817515.397,147805665091.54,154300395946.569,187838599953.418,221004422255.803,249688538738.267,273302489580.617,341070471632.05,359042208113.657,406803060975.686,384412845647.124,347892314340.325,407899157048.838,412924667537.01,423991569123.358,454647959654.958,488569998588.311,475024874976.707,478684204574.383,497869947367.624,592625513594.921,696533996712.309,768077827403.949,870583157381.684,1017194912112.66,1112315313762.71,877712857335.398,931364725611.785,1061645815185.41,1008885714785.31,1050169833568.8,1068918247875.39,960808603315.443,958012144756.188,1025846268599.26,1137322919078.57,1125196627835.33,929640497206.125,1167564242825.06,1285983174254.33,1428974315351.26,
Faroe Islands,FRO,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605250000,641180000,632250000,663610000,700600000,777570000,809434100.309605,881581787.061974,1005003431.29265,1183384522.20213,1336317106.7211,1094885398.1513,1235549289.0362,1451515472.85539,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103557200,115768100,114733900,149356000,166489300,180828900,,,,,,,,,,
Gabon,GAB,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,1482877509.37675,2031152032.02864,2433884333.91322,2533015569.37918,2350655210.16599,2244177961.70302,2203353502.48918,2119093001.24331,1215861455.66168,1417165341.20411,1423678146.14043,1933993570.04314,2750410751.33607,2579873010.10491,2654030075.76336,2669491150.04779,2596699940.18575,2978480794.19556,3608871526.65178,3303503817.96727,2183776802.67993,2859456686.83337,3541297779.92334,2808421358.69325,2650855481.3783,3392670225.67513,4236797955.52814,5638895998.50626,,7120435056.18285,9281095979.53559,6867811011.23359,9442190172.99276,10660911361.8665,10164625217.8776,9670499631.34341,8557981459.66647,5501128936.1716,,,,,,,,,
United Kingdom,GBR,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,31209575076.0333,35201224330.2203,42528053105.8004,53887264051.9439,68068384563.0701,74002467886.8324,78052743346.4559,90998080348.2407,112593058243.056,154005076947.002,201137015525.423,211050786198.746,205106175238.663,185396680568.783,190435500362.364,198983535861.164,212901591201.748,252501579033.059,290813585343.449,318351344543.287,379063380327.018,373473547007.743,370863072561.793,355071912529.562,391087798778.095,461092476933.027,496009315707.67,541078079695.652,556965106091.793,586362065088.686,638639505899.336,629781419405.975,632837206312.233,711019218455.737,855014800185.949,1006086645217.08,1219916048305.33,1428712387841.46,1376656707693.1,938050365304.645,997824246580.119,1169246306281.38,1108114162970.16,1100250528831.95,1120653107026.7,1024756400579.31,967001802783.972,1074304058304.5,1199122055350.39,1193777959359.51,978595590402.857,1222900876200.9,1378488412738.67,1543082160134.38,
Georgia,GEO,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761100000,908600000,757800000,993845377.36,1015443137.61,1152792998.02,1431318240.68,1877518042.81,2415128989.78,2841113024.12,3645163897.5,4244247310.61,3672282928.63,4590694666.84,5999916712.56,7098576422.02,8093809035.13,8065858739.02,6952651653.41,7091684714.66,8689820205.87,10178439228.64,10918707900.21,6888452521.63,9134828087.11,14721197703.54,17060683691.21,
Ghana,GHA,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,895396228.989208,894004916.988868,1020352502.67125,997351490.885254,1164600067.99997,1213100000,831818195.999996,713854747.999908,477600000,611700000,676000000,804730000,906100000,958700000,894000000,948800000,1071400000,1125300000,1202100000,1382200000,1595500000,1750300000,1681460000,2558400000,2488300000,2456149058.71039,2415072637.80784,2584790115.87,3213965896.5,3451277546.23,3951955122.49545,5182787664.71528,6087992440.54157,7156194251.88412,7734623515.75809,9490300000,14650889045.752,16867293075.6352,16490492419.184,15372216692.7262,16857799270.2015,17707821123.0376,20746150000,23113029504.6122,26075275749.6245,22815524181.145,24620250210.8955,26369842827.6562,26112834642.2155,
Gibraltar,GIB,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,567060000,602850000,575690000,707830000,841270000,847300000,684790000,757130000,675050000,713101000,773476000,748503000,812740000,773542598,757558982.411412,820424956.899331,780688000,728423775.060097,820690000,928900000,1097510000,1312880000,1454760000,1144130000,1548550000,1527960000,2118190000,1995290000,2151588035.24102,1895059688.08639,2501349779.29816,4694690000,4147590000,4127510000,9028570000,10274980000,8930922000,,
"Gambia, The",GMB,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,58089547.2679866,82746606.9874671,69024511.6015944,57527742.8354363,79794360.0218049,77098444.9430383,97001778.0899521,91993222.6851833,67386562.9260238,128765688.458276,147601003.230975,155754873.30182,175130266.451436,206569438.541851,238935264.98707,235313944.754291,218272802.460647,179796980.96056,223032694.766549,226666884.52803,,,,,,138630688.026648,180107525.509142,189766466.067007,205471193.065563,253587719.897848,316131377.384795,285175740.547149,280100154.492391,257815893.635855,279452192.806359,265945245.065434,271134211.207002,219089153.791261,189858500.584602,280838612.575107,374426653.995193,372615401.368028,183404526.276947,147789587.894337,280904992.992313,,
Guinea-Bissau,GNB,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,17400000,15300000,25400000,18100000,9700000,15400000,15900000,20640000,26100000,33500000,18030000,25720000,38820000,29590000,28570000,56860000,,,,67917305.1890517,62168914.4457061,73083236.5137489,84751632.4743512,95228499.9233339,77859571.7373585,140870881.784058,172081921.372025,163401384.200295,183791113.255814,297902934.332518,156272045.870877,201167400.345896,275820035.801492,342254372.406499,367632122.380128,421642941.675572,435930819.863831,370623516.395912,299351997.181376,423915232.436811,354993420.826219,,
Equatorial Guinea,GNQ,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,44593575.8794521,50515662.170618,38547586.4412935,42322770.0011292,43189300.2955732,59004472.2039462,70055160.6607989,65359677.7619898,94208450.9534193,180356879.451926,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,4202000000,4834000000,5905000000,7680000000,8374000000,9183000000,7891000000,7166000000,7333000000,7111000000,7905000000,10216000000,11378000000,11185000000,13333000000,14554350000,15328000000,14253000000,15650000000,16835000000,16394000000,16071000000,,27570463258.2521,32213558697.5778,31933964804.5257,31540191549.8582,39785842491.2502,52340348493.3605,55576682080.1183,60623026313.6008,73370388771.1461,88050253671.0923,68579114232.403,68302429958.9922,75647423091.9775,71744728297.0145,81468064383.68,88160275841.7634,71007930203.2452,67182904808.3015,77005075496.7735,89091526259.9487,88147802567.9403,66195088845.8436,95729988590.3427,114502499637.253,117297283311.993,
Grenada,GRD,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,29159259.2592593,33600000,41351851.8518519,39100000,39000000,38300000,39600000,41200000,54285185.1851852,76966666.6666667,81507407.4074074,88911111.1111111,87762962.9629629,95600000,100437037.037037,102974074.074074,113107407.407407,130381481.481482,128677777.777778,136296296.296296,143644444.444445,169851851.851851,222348148.148149,239617879.513784,214270363.248534,198558247.855863,219203221.995569,209732680.022249,207842505.871907,227459704.197293,326265555.978137,351861757.20011,349130501.602311,353433312.670155,382806590.257585,424049889.668677,443399161.349654,493083699.258146,525193300.411224,538694610.199378,595604792.76137,637988794.730162,683885144.50225,448381823.554402,555344943.830759,739444721.111111,930659874.444444,
Greenland,GRL,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,1369600000,1349100000,1552000000,1834000000,1525900000,1312200000,1205000000,1261200000,1191300000,1203200000,1167300000,1300700000,1454800000,1588400000,1752700000,1966800000,2084700000,2311200000,2870000000,2836700000,3264100000,3578200000,3556300000,4075700000,4220412949.0005,4125400710.95116,4297754972.42066,6425400000,7068800000,8035600000,9270400000,9571932590,8832913270,9970280640,11972758440,11846977130,12324223600,13044177970,12872740020,13087241950,14023329400,14254407310,14607576600,13723657630,16265374410,19647693010,19198536890,
Guam,GUM,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,275490196.186467,313764706.005398,314941176.594095,410509804.082553,372444444.57687,264366666.754789,225200000.075066,246374094.556321,262026809.480059,,,,,,,492492000,535875000,592845000,641355000,724000000,751200000,698800000,680500000,683900000,667500000,670200000,669500000,748887000,696757000,730041000,850649000,1054666635.87332,978287406.261279,1197026985.87065,1478564912.85545,1764043752.10528,1593527417.74,1403035064.20964,1366049614.8977,1722877007.91175,1700377891.37159,1614920431.25597,1866089575.14262,2865155887.73161,4700389705.10948,11608314157.3821,,
High income,HIC,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,1130474051265.25,1279248063726,1535122428900.61,1981005014882.94,2402943778683.27,2476729615176.04,2335803082224.7,2224660193641.47,2342986986715.27,2356878134503.31,2687589224264.67,3158511234717.05,3653767191088.27,4004266338392.99,4681150950857.33,4756131276926.29,5054590667750.7,4941980223637.69,5388415503466.62,6492037117908.41,6840795135147.14,7068472537009.04,7038352815001.96,7368680986554.02,8157872175116.74,7788872165998.65,7997343590216.76,9255132627399.21,11336558554947.7,12908594712493.2,15004089473967.4,17749485551417.7,19359128430971.1,15252698316379.5,17533844818430.1,20432119841852.9,20340951724936.3,20898334349146.6,21367361421953.1,19072297456596.7,18991135785816.5,20905335994499.2,23049456648793.3,22745475796038.5,20094300828201.4,24841441127011.4,27524084191249.6,28283185552213.5,
"Hong Kong SAR, China",HKG,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233265493200.206,233869824414.926,271158524739.595,256328640138.146,261619636136.612,287088484353.486,336373508262.44,387886990601.551,443307899205.809,510281438014.496,544948123437.729,482855822870.096,589109723320.586,665069143621.483,707588668926.13,763575669713.637,782902875149.723,770492552625.379,764137700164.12,827070955494.455,889275467781.406,858641551427.423,807321560774.538,968092234817.893,928401724759.608,934833467749.048,
Honduras,HND,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,336799999.930203,350850000,463350000,593850000,706500000,859200000,967450000,903200000,783500000,814950000,863150000,924250000,1024800000,965300000,1047800000,1085200000,1053200000,1055400000,1102700000,1240100000,1367900000,1667100000,1982900000,2261400000,2484500000,2310900000,2693836069.7158,2661109376.66089,2763360801.41879,2820712346.4448,3325195046.19741,3816910249.70997,4135566682.33915,4641411998.52316,5013288516.86048,4318254630.55641,4992872077.32504,6290146495.5711,6729011824.58548,6307037916.68477,6815499229.03553,6988414040.45133,6816998306.48433,7461531974.24573,7355936904.49483,7428329776.20282,6392673893.63799,8183613830.95024,9664736186.91292,10210702949.6651,
Heavily indebted poor countries (HIPC),HPC,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,16406858070.669,20039999491.0703,23598610190.9143,22311244315.9603,19841340954.2686,19295239113.5094,20467340721.473,19803639140.8764,20217066857.4384,20611339936.2151,21467915071.0905,22847180499.5612,24432095273.3047,23162299507.7205,22506704115.1707,22222256285.6073,24067238227.804,28435369095.4097,31435404637.3834,31941672005.5494,32595615218.8129,32487664678.3751,36606071465.3791,37518619782.0998,40212758219.9852,45482200595.3124,55927608662.9742,66898678958.274,80926965422.8882,98377937758.4307,120534167394.509,105212262777.373,129718441866.619,157739177284.594,161839811857.265,168230065983.912,172221131708.398,148760971093.345,148364571063.559,167219879744.182,184034947722.248,187495367964.041,174446976029.628,221444599353.589,254139383987.482,,
Croatia,HRV,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6290570126.56308,7394942966.56147,7166523053.92645,8210509473.6294,8368810394.76754,8918440027.56062,8370987838.63178,7958321587.30934,9073572876.86133,10307219082.1829,13020008439.281,16255406188.87,17530555805.207,20413637677.608,24688057453.3107,27936023275.9275,21717947739.6416,22701745898.4364,25732197690.7635,24633207728.3511,24811750844.9387,26425638478.264,24406462642.9068,25233385619.4882,29114498073.1124,33483695843.7177,34702693788.8253,27347558699.2418,38314277031.0967,46220072625.9877,50567312252.9144,
Haiti,HTI,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,64100000.01282,63899764.5318012,76259999.9488245,92059923.6658995,106220000.021244,141700000.02834,175400000.03508,213260000.042652,215540000.043108,308780000.061756,245660000.049132,278480000.055696,294540000.058908,323540000.026962,342280000,296620000,325600000,281100000,241380000,324900000,226180000,112900000,118070000,66990000,192360000,191600000,379100000,473770000,531260000,503700000,444220000,421100000,469840000,512600000,605080000,709947000,800986000,945221851.186649,1065133417.13622,1049086780.81533,1355928894.86069,1400248115.80363,1613471446.39918,1725657146.35795,1809600848.5599,1712783001.85733,1741807442.29919,1849901169.25662,1803660738.45315,1068525811.19035,1314056061.66631,1396526579.45364,,
Hungary,HUN,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,9780142531.56941,9683966802.15284,9823944743.11932,9394944871.64651,10187957579.9957,11194122557.3121,11275953639.7952,12014862948.5969,12315421926.8437,12534732725.6364,13926098042.4063,11419348236.8479,11440706794.1705,19136669641.6855,20926425911.8974,24213290670.0343,27178318353.5292,28526087612.0772,33116683049.1938,36695016591.4097,41292553374.8487,50818309462.7925,66699817444.5846,78915359268.632,93788978076.9171,122238550990.104,143373931721.434,116717219298.995,126318006702.407,138366846927.663,126685847572.229,132324338156.354,136921791849.962,120339228071.503,125515841360.185,138540224724.823,148971091642.296,152154474709.09,137672005658.205,166203754573.921,182373345409.419,198210668088.602,
IBRD only,IBD,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,406504391041.381,402512950648.271,425689082943.266,408100161071.429,366659538911.306,434866806644.024,486932909208.677,534731757622.304,614293205326.151,636704033470.256,703658332906.694,750693828270.805,886549662308.968,1076553134419.62,1193878670790,1222888806882.18,1205352422151.69,1234165595057.95,1496150572305.95,1475801086019.66,1571900354466.99,2002755109825.52,2562605095222.01,3171147846746.4,3902947330289.17,4759682930701.18,5771998345138.3,4577251174026.4,5763182794857.82,6980111396975.63,7320730402599.41,7589412194309.48,7695008184901.49,6805225498203.59,6552236563231.36,7476641383211.87,8231583644393.81,8225803387946.98,7548833048910.53,9859503184032.06,10984710495535.2,10537272391986.1,
IDA & IBRD total,IBT,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,454262809578.357,447789641937.633,473941677329.776,457425111464.673,407302164291.639,481274142091.033,535171581619.767,588868611328.809,680754683077.606,701902255611.767,770958238765.846,819863973712.107,959881187924.786,1152292688781.16,1275433710420.98,1305853915184.81,1284697081856.74,1326666429309.82,1604841592732.3,1584391800649.37,1683894561838.99,2137767366768.31,2729766601241.07,3380403448130.82,4141471312326.59,5039269662691.79,6112702640371.16,4857082118750.67,6117662888055.52,7407884703483,7747668564912.54,8035873974275.04,8139159339316.97,7180698574567.65,6914824452167.17,7890036054624.43,8698325529314.23,8711755955478.31,7954393742093.08,10368388506756.4,11584728971736.6,11123089122579.8,
IDA total,IDA,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,37856229230.6708,37816417116.0172,51620592928.3356,68998762675.025,58275205913.1889,48113217667.6165,45677815598.474,48667685140.2267,49635207573.6152,40994419262.5582,46884820719.6893,48897191058.6335,54821344368.3119,67127412693.1191,65986459123.8836,68321025573.2771,70359949918.2542,74999345860.2697,76129464076.2489,81686823670.9992,83024076397.834,79114104244.3436,93691553619.4818,109694152929.018,109727754045.853,112817074357.455,135278449832.76,166942565100.726,209207229419.818,238877955227.166,280312916140.052,341548553030.053,280237020699.917,354919331650.075,428278393070.362,427092888231.216,446663625740.037,444264176188.08,375539594424.69,362653561272.798,413465359190.536,466957948190.944,486401042476.614,404569353237.064,506373881694.112,602983588949.844,,
IDA blend,IDB,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,20480720322.9152,19517788407.6022,28169488526.6759,40908376206.8246,32173274089.9958,24850719258.387,23062704374.5723,24805990713.6412,26146607128.6784,19247824948.7841,22774187065.7784,23724728251.0612,26380554369.946,34411008689.3032,33955330939.4341,34660284909.5319,34485786271.0948,34761044757.598,30094612668.8602,33294494400.6731,32442523595.3181,28404776216.1599,40560295984.4393,49623058225.5799,48194408901.8207,48934844026.5998,64818368907.1452,81142345993.895,109686673417.531,120301328575.815,138600908108.597,172296742591.568,129465010315.562,168949051444.627,204362868159.461,198374604940.868,197579662039.745,186061171056.505,137466259622.046,121189080727.264,144447439589.219,168093718973.845,177621424016.314,127926279148.738,162271912344.216,202237111381.155,189914587097.936,
Indonesia,IDN,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,24878000000,21274000000,19866000000,22152000000,20139000000,15972000000,18832000000,21370000000,25411000000,29704000000,33374000000,38005000000,41594000000,46068000000,54229000000,57997000000,65094000000,56759771800,57730971034.8021,73079021117.0085,64869423700,67145722316.712,70456620618.6284,80808593737.0098,97017219551.2996,109987282847.499,125734734100.14,149646970586.168,127243194800.942,168570199624.887,215577972162.906,213656241730.263,207634905264.768,200953335503.54,174167059409.87,171841780855.553,199785091966.425,221233665823.608,207469184502.702,183639726481.515,253525236527.418,323276095584.013,300653870873.828,
IDA only,IDX,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,17989563176.8163,22525829169.3512,25875785058.6589,24892136727.733,22739473227.9239,22263157413.2211,23422957612.1379,22807761615.7845,21853367572.7571,24047721834.29,25113425394.1155,28427891769.6842,32153522025.5147,31444240128.8192,33209620285.5245,35760103809.9263,40663987714.976,47488803210.7317,49768003487.048,52236604135.7993,52676817422.3567,54308851837.0284,61089577234.8351,62799509356.5051,65288041427.0617,71215340191.0673,86562382703.4777,99428055467.2105,118230757170.209,141186735274.271,168770748027.058,149695508293.118,184827235231.998,222506063782.934,227644187232.573,248428896322.367,258046799657.979,238558627375.538,242293953180.029,269988635229.828,299980294920.554,309952233429.269,279844820265.582,347931080093.22,404863111147.208,,
Isle of Man,IMN,"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
