Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Ecuador,ECU,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,248314810.441163,213494565.800833,165625915.80367,200306723.870734,241254837.387108,254541925.582354,273868182.85959,342215921.426363,384518184.210237,443040216.26359,450771919.74956,512575523.675841,633351375.308773,915715627.785709,966478943.413895,1431434657.2008,1720503120.99496,2181288837.35309,2613770996.30723,2857293643.65531,3371701044.80046,4155491480.41912,4033232918.56799,2678903194.63023,2704310364.66467,2878775933.67223,2955887870.28987,3038457421.10471,2688746909.76978,2863692708.80752,2789791310.03751,3109579789.89495,3187526763.38169,3477809904.95248,4046888444.22211,4234897448.72436,4226298149.07454,4806426213.10655,5287502751.37569,3272399199.5998,2632826413.2066,3537750000,4523192000,4779965000,5550229000,6563549000,7574310000,8208248000,10660480000,10901921000,13434516000,16540608000,19424182000,23104787000,24122133000,21912497000,20232475000,22420006000,22558138000,22223842000,17251416000,20493163000,23466912000,23356463000,
"Egypt, Arab Rep.",EGY,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,782874617.737003,814590977.768185,793454223.794781,682710280.373832,806779661.016949,881185631.750816,906656465.187452,943640124.09514,1171045982.81961,1413047995.0135,2773564226.21657,2880039721.94638,3224522013.68181,3999090357.7926,5295714285.71429,5335707525.55556,7105405405.40541,7573891748.76847,9750756693.83003,9949688239.08837,11242906501.937,12274087932.6473,11565750196.3865,11937705848.9495,12390437835.6051,11732705248.9906,10119408441.3426,9750338518.94201,9823589435.77431,11866785290.6287,13571571807.7263,16181692216.9811,20200825958.7021,18107615112.1606,18880536714.8334,18919360046.969,17137951482.4798,15168539325.8427,13096153846.1538,12922077922.0779,16056572379.3677,20121739130.4348,27197898423.8179,36272727272.7273,35771324863.8839,42068965517.2414,39432013769.3632,41016666666.6667,37457364341.0853,38034433285.5093,44973045822.1024,48098159509.2025,36569293478.2609,43308947664.6033,57910022779.0433,54254522769.8066,56246016571.0644,72498480243.1611,,
Euro area,EMU,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,176775979298.439,202630126514.134,241106890824.308,309096997568.222,340646962524.627,370544496425.574,377266557254.228,436967226741.436,532972262839.649,649671667109.825,749260729622.279,632098660602.886,584924518807.193,555708489466.701,517393448934.286,527743499520.417,736870719714.337,926596781353.827,1051980958745.97,1102689293274.15,1410542393827.17,1451131319964.98,1563487740093.08,1348481300287.85,1413982185110.6,1628544966921.11,1634754206612.17,1489070723693.99,1562623076045.58,1595185066420.62,1483739434181.06,1478099401820.56,1563951653212.96,1916872772956.09,2208348498787.84,2323920528036.83,2545843028572.41,2996541282455.5,3250994199810.12,2736016398134.72,2611350448090.06,2826230722868.18,2554521354075.52,2588122261120.14,2642737033110.05,2331425303440.46,2435858475487.55,2622681879448.7,2884187965292.36,2985981803521.62,2894839596615.56,3225280044277.68,3177720843149.94,3435079354537.87,
Eritrea,ERI,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37265725.5689132,79515030.9798822,133652597.402597,130265625,191341419.289883,214739093.598522,240705996.932869,313555620.619743,155378670.12987,265290935.405181,215506769.715337,230998355.585874,224726745.240254,223413426.816399,165700468.292683,167034491.056911,175470861.788618,172000487.804878,196867869.918699,260733665.04065,,,,,,,,,,,,,
Spain,ESP,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,11023479914.4283,11463571257.485,15225322288.3769,21448420902.3415,28076440726.8532,31291907246.3768,30471362845.0634,32692608981.3801,37536586371.5278,47766232027.764,52989895567.417,45924161110.1099,43933481750.7194,37272249419.9536,34390247360.7949,37099672211.3503,52941935368.8963,71075068050.128,90727946007.7132,105774511595.221,138180298726.738,144398036829.464,145303702259.061,111172572885.344,111534231772.451,134579663730.985,139357677656.64,130592045454.545,144132976946.208,157022975618.533,155220477763.138,162465405040.158,185380674456.079,245917662736.078,297278970742.472,334711290969.65,378463852987.058,440170136635.296,454253121811.719,344727449478.515,309862407933.334,296464197587.549,245443458297.656,235395641270.589,243799821433.332,215380861353.906,221433753917.51,245063996974.118,276338631476.078,279311129145.098,261028361170.429,290609938848.833,284649577373.542,304828007645.103,
Estonia,EST,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,977594601.746494,1115390856.91668,1193494885.9166,1293667577.05814,1473967538.32281,1778075425.52008,1491327725.72402,1517588685.15618,1715705845.49279,2251779222.00245,3234679313.4598,3852865838.50932,4635876134.8091,6264464935.39079,8169779633.17821,7577714955.32445,4452427063.07308,4145657807.19522,6141896764.90274,6608816740.52578,7007373898.73257,6856660905.00154,5606905640.56718,5881114601.41052,6978327566.07766,8297743034.14431,8483306188.92548,9336631951.65917,10751324677.3409,10435191797.8639,10829512976.8904,
Ethiopia,ETH,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10259286600.4963,16067394957.9832,16239065525.0925,21129157230.3305,26269302133.8699,27748923237.6367,31435988584.4686,29265695241.8138,33822606565.6134,32920623983.1563,31181473945.4996,32127031992.4354,36294219987.4943,
European Union,EUU,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,199887002994.197,227633425475.537,271401056894.977,346650187913.082,381496913780.374,417953910099.899,429783086730.296,493373176196.005,594558038679.104,723107240528.245,830867689263.021,700623857514.26,647944460118.101,615189687305.298,577552310257.6,592727838484.363,824416967239.191,1037183785255.69,1173251127521.32,1233221512304.27,1566571556815.27,1593151074426.48,1705402920947.65,1461619282023.01,1539402018400.56,1783578145225.83,1804497638785.09,1654215475351.01,1741621682169.71,1773228572922.78,1659023953940.97,1652887832687.79,1750490141265.15,2140804836701.5,2473023979956.58,2622791458389.15,2893823680189.92,3451163142795.15,3786543546597.86,3139966066728.15,3013202635221.54,3280442746833.96,2977613536066.71,3023243973014.93,3098987449313.98,2741542520002.34,2840137515862.75,3066343598676.17,3381575180228.73,3485811289396.37,3400194233396.59,3799187494744.23,3754767373321.92,4082348822450.72,
Fragile and conflict affected situations,FCS,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,3170125990.93998,3661152315.99886,4376139948.3797,5968201338.10487,7898120371.82921,9866442540.81138,9525688567.47192,9779991146.52501,9386916967.50903,11212417951.4578,14655722027.4147,14225682006.0623,14475144936.4747,14167378309.1375,13921646220.8152,14892555640.8289,19216514191.8836,24655755444.3392,30726368159.204,36366911459.055,41977919452.6512,33061314512.5717,25011945845.5004,17084417612.1578,19268070574.8435,25870098039.2157,27090344292.001,27110296644.1416,29769692923.8985,30358642117.7607,29056850792.1569,29631007289.7638,30330222818.8236,37391637923.1372,43954532259.4596,46955699150.1945,49417858496.4705,62031947489.0198,69982957469.5312,58190322640.625,55612488450.0001,62331756225.6811,59607770431.6406,59721483869.4119,59018647343.137,49791609992.5781,54762924604.6694,59691223683.5295,66376729178.0392,63976848760.7842,65369025511.2842,70013495395.3477,68068010920.2337,70105132729.413,
Fiji,FJI,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,295937336.344752,332367305.11037,285055666.888697,231106006.430337,203002433.126076,203438823.852854,196349015.184204,179954890.635606,128357292.797158,132945461.845441,167684123.565353,194820874.543732,183544212.839598,260296476.463816,246754136.429608,279619549.566141,373987956.958598,406607927.684555,430566176.955402,477866903.598401,305315168.24241,319527515.337545,414123005.167132,618235986.681915,740783092.902481,559123938.674643,551056146.025878,491126746.568962,734961034.071657,458004192.872117,500471772.610918,683203490.56667,592882479.567214,1088269416.34351,935118751.473631,927686484.270343,955155020.10793,1028813208.34593,1049095804.30971,982481196.708192,850826100.087375,812696512.63122,917428041.181658,969606789.116756,
France,FRA,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,119877906976.744,144813444341.659,171310152126.669,147231140615.57,135954686096.417,122839314915.225,113006079711.777,117160169367.791,163754143384.79,204166757612.136,230455896927.651,237491260538.762,296767859294.061,294199511684.688,309457249070.632,273906648135.279,284701086956.522,321404915231.962,318889601230.927,283594066082.266,299136090727.151,310714334061.005,293807617130.981,296379932000.788,314595215191.765,387997063792.94,452852589577.607,478876471732.295,520978086254.117,616795975851.375,691437443990.625,596018424515.625,584729873016.668,642479218268.484,602702074708.594,619790189124.708,623162519899.606,524407939215.234,539486866748.639,583796638376.472,638923551757.647,640668545113.724,616166828541.636,724071252348.826,700271026066.151,751586579135.307,
Faroe Islands,FRO,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,37800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,98406987.3273544,116939295.162416,204342677.082779,234645797.055122,649343451.868578,1204780486.8489,1822553252.39043,1375775116.48328,992662011.968136,954768852.764226,1141615429.85075,1277364089.31652,1170093376.15983,1231807497.00821,1114755850.86966,1365124772.1482,1569132936.29554,906711644.289057,1454767809.10347,1089626825.03755,1276698329.42187,1411167157.55444,1233887858.50605,1002245291.821,883097744.187668,1124515176.37361,1335933387.70769,1606046254.38527,1722174698.94043,1220238888.44405,1112730391.08655,1142551387.03721,1339541994.92293,1474217614.4786,1670287266.5175,2010612015.65048,2392865013.08201,2945072499.05031,3896867354.77228,3576996653.00231,4514026925.80133,5222755777.32931,4762620064.85952,5269112582.68137,6497930815.52835,4204319943.61519,3783962679.80012,3179453437.6807,3248348920.62001,3695291724.50181,3047512950.37227,3394428205.05402,3280113386.952,3499886008.19505,
United Kingdom,GBR,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,30816748260.1392,35035969822.3412,39468663836.1638,47764220970.1127,54270612435.7176,61902681415.9292,58771002695.4178,63080727367.8702,79218508149.5686,104132456586.192,129284039042.528,112141981511.254,106822651991.614,100737961194.482,100577646980.58,106704399383.984,130103566402.814,167487826442.229,222254443258.627,236831016034.031,258225939275.568,237503707231.041,228916879606.88,196753002399.52,216290766758.494,243145021303.456,264248049921.997,268035363457.76,290142431268.632,295264520304.158,296621274020.275,292726356700.734,316399880095.923,359745306122.449,423227755400.952,447372727272.727,482868445262.19,560836334533.813,517007352941.176,389574700109.051,399101117444.404,418527333963.147,426538637340.957,444679584696.681,507893619709.663,508708731047.372,481481780121.224,489074297719.76,516720235053.583,518763848042.668,471138717223.539,555448317169.412,566285009678.852,610175587396.535,
Georgia,GEO,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750000000,1233333333.33333,610000000,82652388.7973641,66536639.732516,108637058.367483,574609888.791103,647991830.44316,923371925.944207,733819078.822257,778047457.627119,876817797.442086,831445637.446343,1091743760.63198,1443395242.07012,1845504571.97236,2030292631.06222,2683520783.09863,2819843412.09236,1691841959.85961,2316372727.56856,3068890983.96378,3646507692.92261,3229887095.31969,3852366669.36631,3641552617.45475,4015959691.13437,4140597766.44503,4438533793.64766,4226638691.82747,3559666044.9561,3913547145.20786,4934491667.23819,6554727192.81723,
Ghana,GHA,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,153488372.093023,156862745.098039,196078431.372549,265686274.509804,301941747.572816,183458646.616541,231034482.758621,344720496.89441,326595744.680851,,,,,,,,152601410.934744,302364644.487932,429241071.428571,533165096.45581,525768707.482993,584201938.291139,690943116.546229,847219156.242335,1044849441.01406,817154629.735607,1419740716.19059,1229491043.02695,1365978951.58197,1407304322.3049,1642610207.23061,1673256447.74751,1579699823.35932,1150945369.86231,1441548781.59443,1157700301.73507,1750712304.6181,2520324960.11651,3116154832.75133,4691991974.70897,3819573159.0285,4729793542.56254,4032036980.228,3787761882.48392,4711329223.18126,6648833641.02699,15102411941.3531,14475331141.089,13345860489.3823,13943600148.0376,11408519691.7251,14266760000.6543,12326935252.9734,12370133962.8577,13323243657.0956,11375968775.6878,8165520820.86543,
Gibraltar,GIB,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,297840920.970753,332015802.895641,407400290.128602,417894372.628836,493754117.397751,510308251.21497,540686562.377841,535641211.976553,583123862.767038,749414545.725967,739328672.821333,742867296.981582,641560932.196315,654539471.744907,586901164.833558,438546733.01893,421850405.428061,682854884.772457,717874043.600935,544962122.980423,842010351.211459,1549746633.29349,1573171701.77383,1406224642.98675,1311560977.03944,1601440884.6742,1918507346.24607,1962589159.01256,1993711625.30857,2107897532.64037,4505855241.18691,2660235869.96924,2308256661.75185,2392727329.44248,2335255496.15238,2375998843.18523,3149667070.41938,5572813416.47107,
"Gambia, The",GMB,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,55422401.1014134,48525667.0641316,40305846.9060004,32477152.9925018,34053490.1745665,30816013.525544,37784123.0351691,43616808.3020406,57861844.4605934,70846626.0658724,140393714.014236,177058842.375233,39849221.3272179,34976926.499287,54263099.3586201,57503853.4075085,41589387.7031621,41042910.4302318,38740512.1432982,35720425.0202833,76802605.0352779,42085860.278419,48893258.4025493,137728557.060598,142150076.955964,165397473.252517,160814150.583878,164335908.545062,186943871.538146,214158569.587827,181796458.566971,295412925.606134,202373240.451313,204737492.632323,280456377.101434,369956028.38737,345523099.45723,348783167.54265,399686471.665866,498496495.064431,611692149.06607,717908827.785818,918412438.625205,
Guinea-Bissau,GNB,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,43622808.032953,,,,67289410.2317099,81062044.5918002,103557124.510104,121596349.232783,96364216.068502,135801043.495857,131260187.213895,80499845.3749006,159131824.097363,191104469.233374,215988094.596346,189785732.261714,207154946.534876,284722503.314028,190013974.527975,133346016.776874,147230538.219726,162048056.606943,376006385.998798,180358118.605962,126656059.013446,78048458.2961712,77438929.8456448,109591312.996009,152407491.477404,121294706.277694,116024223.904376,126704805.939738,181874271.318873,164152206.850297,162521151.242055,182066447.206852,181946632.7111,201590414.583377,195852698.106056,209296478.39884,186621814.780126,223752520.46844,264281780.931678,295614451.465275,273621755.595845,325377959.806372,329509273.765604,363697750.329658,467774728.297941,
Equatorial Guinea,GNQ,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3188735693.96898,2737502584.19503,3947312853.71739,5567502215.80674,8056811474.62347,6904542478.30384,8150082118.22351,10423911337.2832,6621993297.97425,6219931965.36444,3234530044.76918,1860402554.57249,1702827014.41084,1660719924.87168,1294713673.52503,,984222293.022834,1173891161.65425,1308448039.1579,
Greece,GRC,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,974136059.779252,1101167654.53429,1267396856.00425,1249303031.75132,1542029986.33169,1846717265.41823,2148814844.6117,2219463675.02804,2750306719.77692,3321074304.54404,3629227272.72727,4210386363.63636,5602727272.72727,7487180667.43383,6520795454.54545,7305961742.82678,8158423507.46269,10774847363.5523,14681048237.4768,19293422263.1095,17422661870.5036,14639477244.7724,13826387755.102,13408676470.5882,10535795042.3216,11270461386.6272,13815377312.5609,15217332662.305,17615258227.24,19147331095.2581,24262994411.006,25445634698.0744,26554149088.3089,23648530023.7812,23321650280.8989,27316909839.6823,30327260758.7769,28908931735.9291,34252191859.7948,34936602784.8275,32146378178.4173,33718548499.8524,36481011591.0142,51249746316.6619,58783110434.2106,51629850807.0848,64791935332.0729,82952527738.914,84755143035.35,68883939542.2082,49201712410.7001,38702952507.0721,27905084474.5582,26750208471.6624,25510205514.0889,21075194028.8832,21262017070.9892,23559924565.7353,23638738917.2125,21936248551.2941,22775316169.7043,28580765836.7825,29797579205.3756,33069549977.4829,
Grenada,GRD,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301715036.553879,297376573.115562,446880143.273786,465815270.050437,686150837.454151,1007094560.73216,814961460.524949,1310491058.52962,1718289228.40339,983120171.753841,808039154.519906,642248765.115234,600528515.034468,663159092.522889,673416940.120035,664363123.095788,937244122.338779,979738777.087417,1078698601.40895,,,
Guatemala,GTM,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,102100000,108900000,106500000,125000000,159300000,174900000,167300000,191700000,220900000,231000000,238600000,263600000,272500000,356600000,467900000,570800000,900200000,1038600000,1217700000,1286000000,1294000000,1443000100,1308999900,950000000,912400000,1065130434.78261,727488584.474886,875320000,1048549618.32061,1155859375,993143187.840271,1145384260.51129,1633263258.05559,1833865200.87526,1846899021.61305,2127193353.52631,2089446053.32283,2688527301.81242,3228631896.65958,3277498977.69894,3110457959.18904,3423727415.3274,4011111817.12415,4091219773.5773,4394869361.2883,4979003029.10265,6078783068.65084,6681977672.19962,7018013570.84921,5709111768.5294,6121352803.39935,7052924685.61097,7452442534.43976,7997464608.42779,8777199988.6708,9027290313.35179,9162741230.6181,9751667032.07525,10042976181.5308,11096833330.345,10649478867.8586,13942008637.2703,15923506719.7161,16894365487.7426,
Guam,GUM,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,46433217.2502902,45149887.1252822,33424916.4377089,23274941.8126455,30799923.0001925,41176470.5882353,50764705.8823529,61764705.8823529,48000000,49000000,56300000,51400000,51571428.5714286,73714285.7142857,90045454.5454545,145958333.333333,152400000,116000000,96800000,130000000,179600000,168214285.714286,120333333.333333,104666666.666667,120000000,135348837.209302,170465116.27907,98571428.5714286,74600000,71654415.4411765,109898739.240506,138587738.81932,193329055.155875,183584748.847926,147241722.342733,206558395.774648,224722649.57265,238884693.927711,207515291.757187,173674537.354352,169443794.332073,153616973.825864,151474640.862245,155687619.822892,185496259.596838,266716697.93621,,,,,,,,,,,,,,,,,,,
High income,HIC,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,497652032069.307,567979582975.693,826657916973.088,1028569155160.1,1133676439918.13,1203330003124.45,1302424910522.68,1506795828267.41,1863446535971.4,2177704351640.01,2402691968234.05,2394213847748.31,2292356563045.06,2331094990382.69,2451793585525.79,2575586472532.06,3155062432797.6,3700233943458.68,4272719152037.88,4509303575280.15,4986612007026.88,5116930581962.5,5340014712569.37,5254496876551.41,5618567728438.81,6277115989654.01,6345747173088.56,6151316208569.06,6118573602388.24,6486238083427.99,6701920518377.78,6454541390812.5,6470979805693.29,7232946589994.49,8143300964114.29,8817095769606.14,9480745392865.57,10451827539968.4,11029951426846,9478240196518.65,9772491301707.45,10765568886496.8,10942528054798.8,11071963673450.4,11377552193911.9,10756215506223.6,11003282006663.1,11666182449930.6,12449336035786.9,12773148382805,12522541797331.7,13883410165195.8,14355722265233,,
"Hong Kong SAR, China",HKG,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,321652622.591781,446750064.96158,633839414.974572,783436653.179405,831762652.705061,669618730.49633,521444106.133101,431381571.379271,498227648.680583,747454476.666721,1056551862.97371,1295419218.25669,1778684542.89323,2135709576.88664,2157576430.5443,2660862828.24988,3803946803.9468,4820581821.89297,6700625886.15233,9306717753.70306,10143249650.7186,9773774501.36468,7380284582.58427,7440521872.60169,7486955684.626,8832636003.10278,11946526464.2708,15117858057.9042,17801599683.6889,20166629224.3012,23421964809.1464,28323060420.6427,32499166514.0171,39865473097.5308,43700400461.0751,49528758688.2975,59064724570.8939,51004004605.0957,42776023203.3516,45502297666.0621,43703798685.6868,37835509725.2606,34947442771.3745,36897791474.0627,38850335969.927,43403739498.5191,43627458960.3402,45049893840.0246,43803270229.3031,49793240382.1413,58491007194.2446,66707475887.3846,66466735430.6343,68469218088.0705,69301125552.2946,68951141743.6954,73907637427.5009,78132168144.4154,66434470911.3177,58744779043.9849,62143119030.0068,57643335810.1095,63631230424.4045,
Honduras,HND,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,42100000,38550000,53100000,60850000,61300000,66150000,79750000,106650000,113350000,122250000,134000000,126500000,122499448.752481,162499918.750041,216500000,238000000,275000000,355500000,687028354.95,792727727.45,820726591.4,711483160.2,502521452.5,517595203.7,714861789.9,763612638,656751738.95,900132196.55,1034815523.56223,868351557.413793,944780090.223735,957107246.976508,1071898161.11606,1380723147.28135,1458898939.20655,1409254327.4244,1355714070.94595,1541231353.61217,1644261477.10487,1857437581.88153,1852172667.93009,1831493216.47043,1690904783.56893,1886922062.83685,2401837479.69835,2430903177.09821,2983349005.73733,3979518499.50516,4663898046.09221,3210403755.471,3414308471.50849,4328529119.25068,4515596918.3043,4363238885.51605,4402830530.93706,4968650284.17408,4785373937.52,5444456195.58392,5956131869.13226,5674320284.86072,4269738349.15237,6379248067.64306,7068058914.29483,8327035990.72046,
Heavily indebted poor countries (HIPC),HPC,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24086200489.6708,25858743194.6683,21622850430.7319,23966565644.0997,22910111078.022,22745274606.043,28144433397.9013,26454349951.9698,30340623708.627,30133545854.5436,33599697858.089,32132165823.5844,34965576113.1348,41614041477.5987,49933868657.3766,57520879269.6303,70466899315.9548,88596302211.1587,106222100483.743,103365119337.083,116893528244.593,131450846713.747,133587539987.648,161230378345.004,177558439235.734,171917239716.316,173227009552.295,182418554426.772,192569360171.752,202062526559.581,192266645406.722,214454372267.202,231631248558.602,253560098329.412,
Croatia,HRV,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3250647043.56659,4390246103.42062,5191291611.61102,5376219987.18373,4993246449.28602,4407240560.80981,4707920864.79128,5920746929.16513,9010151954.09138,10640668695.8826,11335684640.592,13040492471.4225,15711442299.9174,19073761953.9287,15445190941.0572,12278528419.0487,12465309699.0358,11053237375.8722,11502781042.6918,11248751542.7199,9777955347.0682,10348156126.0272,10994197523.4723,12305703876.0422,13055551152.1893,12811607612.995,14539827302.155,14057192197.6944,16015943006.8565,
Haiti,HTI,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567051952.831376,509604052.059613,589304664.947556,845963287.240512,694425245.014905,690074416.907832,1096370750.76118,851311151.856994,1316343804.53843,1462025359.67394,2963430877.32334,2731413816.66103,2400327897.76893,2664693022.82203,2507849253.52541,2075046904.57021,1912328263.33759,2547302846.15983,2632999402.00668,2783420157.95948,3302892146.54237,3780055343.6173,3212646643.22497,2750071159.95605,
Hungary,HUN,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7902296728.44049,8360276686.54725,8230216894.25698,9437509458.08525,10109531987.3971,10673129520.6513,10995351979.6648,11762206176.5368,12308124369.059,12041830156.1561,13358156987.6522,16709147831.4285,20148751686.8645,25031142445.3675,26982671326.3938,27184181757.6881,33213938346.3544,36959659712.5266,29673631288.0637,26526880212.2364,27731680385.964,24667544285.0532,28217125997.4519,31041278007.4662,27753877547.3674,25072230839.3621,31696495809.547,39709351311.0092,44289964219.3628,41706607214.3637,49599863649.7338,49358166019.9278,55959634274.7094,
IBRD only,IBD,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,78019956420.9552,57444090682.9162,54915229136.956,64451570950.9282,78118443513.2737,89067296412.9874,91632728435.2161,89469367812.4015,93072690086.8115,110788152681.736,131088041672.733,145557815467.978,169062935368.851,210388791648.917,261664335392.558,337454288345.681,381063426149.067,436010171711.17,466139676154.685,516286567293.972,623174615256.991,697027488950.882,671017952796.743,691238403100.208,699048722632.599,715574094234.167,737675988628.012,722287873214.433,785530635325.348,798330036023.749,814989424884.552,761968723055.862,842070651937.928,940986812705.734,1056466074780.27,1163632842097.31,1272801940702.12,1352830151095.69,1307543877567.49,1234797221891.83,1349856293282.47,1408480372351.34,1458151236754.31,1702058410548.39,2106535500082.41,2539440319946.42,3059692925028.75,3938902323328.93,4893494329451.59,5010687993469.43,6041887399146.5,7258966250990.15,7863055971341.97,8380638363393.39,8680104195248.01,8203945545278.47,8136628369549.07,8952242471954.73,9850924870092.01,10049463333860.7,9739785744909.3,11620763447878.4,12117295207273,,
IDA & IBRD total,IBT,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,83633226318.116,62485311695.8613,60050602755.9043,70148751527.2402,84869711788.6942,96952541375.465,99662728616.8331,98240941865.3682,102255905130.756,121060806949.222,143100622982.317,158856254440.156,182820716779.865,225433526637.397,280967877563.274,362987766684.98,410968189472.262,471524617356.513,507183538093.63,562265024812.36,679722025752.973,757716952848.046,730981659794.464,748225168959.225,754619100078.932,770074282427.201,797152881525.764,785124449715.786,849507039286.684,864233291143.999,886383788825.968,835597889160.804,918360569363.33,1019982536417.63,1140097816295.1,1251940918844.1,1370035788174.15,1451927580813.01,1407625600431.93,1332009650996.03,1461379236772.21,1520582494870.66,1572215906966.28,1835158962761.45,2265253218830.28,2724810162578.48,3281799147008.49,4211678388749.49,5222229630019.92,5343398811970.9,6425715570148.82,7701039748032.29,8326449985522.48,8891339305501.57,9227044014318.77,8745896297598.93,8705686974766.9,9569207318225.07,10524896225333.7,10742978451578.6,10407094429318.1,12380843696908.9,12928806576201.7,,
IDA total,IDA,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,59266192908.0757,57475638137.7307,55993594059.6082,61619967859.7167,65727358175.5144,66368936339.3179,68489546889.5169,77463539962.2514,83943571975.0538,84083231538.0329,84318825017.7409,86789816309.8783,89712913255.0165,99150021859.3195,98612247698.6261,102165204078.49,100781406569.024,118540959558.933,116893989361.217,117843935301.555,137485718712.383,160547031984.686,183940761928.717,219621705237.734,261732899996.911,309001831838.099,310305394145.936,345623600318.224,384644926983.586,392825331147.091,444516863122.717,487940248689.171,500926685060.661,541592751767.986,582760822768.819,634184079258.867,655515382563.434,628382580353.601,698244757032.994,755076520885.471,747889917169.009,
IDA blend,IDB,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
